date,movement,quality,expression,BenchmarkPct,player,Bio_completeness,Bio_composite,Msk_joint_range_completeness,Msk_joint_range_composite,Msk_load_tolerance_completeness,Msk_load_tolerance_composite,Subjective_completeness,Subjective_composite,Soreness_completeness,Soreness_composite,Sleep_completeness,Sleep_composite,emboss_baseline_score
2024-08-05,Jump,Land,Dynamic,92.03,Mateo Kovačić,0.82,-7.78,0.87,6.61,0.87,-8.55,0.8,-9.71,0.91,-2.11,0.84,-7.75,-4.88
2024-08-05,Agility,Acceleration,Isometric,107.79,Conor Gallagher,0.93,-1.92,0.82,-2.87,0.87,8.84,0.82,-6.44,0.87,4.32,0.8,8.69,1.77
2024-08-05,Agility,Acceleration,Dynamic,101.21,Conor Gallagher,0.93,-1.92,0.82,-2.87,0.87,8.84,0.82,-6.44,0.87,4.32,0.8,8.69,1.77
2024-08-05,Sprint,Max velocity,Isometric,98.16,Conor Gallagher,0.93,-1.92,0.82,-2.87,0.87,8.84,0.82,-6.44,0.87,4.32,0.8,8.69,1.77
2024-08-05,Sprint,Max velocity,Dynamic,105.15,Conor Gallagher,0.93,-1.92,0.82,-2.87,0.87,8.84,0.82,-6.44,0.87,4.32,0.8,8.69,1.77
2024-08-05,Upper Body,Push,Isometric,91.39,Conor Gallagher,0.93,-1.92,0.82,-2.87,0.87,8.84,0.82,-6.44,0.87,4.32,0.8,8.69,1.77
2024-08-05,Upper Body,Push,Dynamic,102.54,Conor Gallagher,0.93,-1.92,0.82,-2.87,0.87,8.84,0.82,-6.44,0.87,4.32,0.8,8.69,1.77
2024-08-05,Upper Body,Pull,Isometric,92.38,Conor Gallagher,0.93,-1.92,0.82,-2.87,0.87,8.84,0.82,-6.44,0.87,4.32,0.8,8.69,1.77
2024-08-05,Upper Body,Pull,Dynamic,101.0,Conor Gallagher,0.93,-1.92,0.82,-2.87,0.87,8.84,0.82,-6.44,0.87,4.32,0.8,8.69,1.77
2024-08-05,Jump,Take off,Isometric,92.13,Conor Gallagher,0.93,-1.92,0.82,-2.87,0.87,8.84,0.82,-6.44,0.87,4.32,0.8,8.69,1.77
2024-08-05,Jump,Take off,Dynamic,107.98,Conor Gallagher,0.93,-1.92,0.82,-2.87,0.87,8.84,0.82,-6.44,0.87,4.32,0.8,8.69,1.77
2024-08-05,Jump,Land,Isometric,92.0,Conor Gallagher,0.93,-1.92,0.82,-2.87,0.87,8.84,0.82,-6.44,0.87,4.32,0.8,8.69,1.77
2024-08-05,Jump,Land,Dynamic,105.99,Conor Gallagher,0.93,-1.92,0.82,-2.87,0.87,8.84,0.82,-6.44,0.87,4.32,0.8,8.69,1.77
2024-08-05,Agility,Acceleration,Isometric,99.25,Timo Werner,0.83,9.34,0.97,-7.37,0.85,-4.03,0.98,-1.8,0.93,8.49,1.0,-8.17,-0.59
2024-08-05,Agility,Acceleration,Dynamic,95.11,Timo Werner,0.83,9.34,0.97,-7.37,0.85,-4.03,0.98,-1.8,0.93,8.49,1.0,-8.17,-0.59
2024-08-05,Sprint,Max velocity,Isometric,93.38,Timo Werner,0.83,9.34,0.97,-7.37,0.85,-4.03,0.98,-1.8,0.93,8.49,1.0,-8.17,-0.59
2024-08-05,Sprint,Max velocity,Dynamic,95.3,Timo Werner,0.83,9.34,0.97,-7.37,0.85,-4.03,0.98,-1.8,0.93,8.49,1.0,-8.17,-0.59
2024-08-05,Upper Body,Push,Isometric,90.97,Timo Werner,0.83,9.34,0.97,-7.37,0.85,-4.03,0.98,-1.8,0.93,8.49,1.0,-8.17,-0.59
2024-08-05,Upper Body,Push,Dynamic,91.89,Timo Werner,0.83,9.34,0.97,-7.37,0.85,-4.03,0.98,-1.8,0.93,8.49,1.0,-8.17,-0.59
2024-08-05,Upper Body,Pull,Isometric,107.11,Timo Werner,0.83,9.34,0.97,-7.37,0.85,-4.03,0.98,-1.8,0.93,8.49,1.0,-8.17,-0.59
2024-08-05,Upper Body,Pull,Dynamic,96.81,Timo Werner,0.83,9.34,0.97,-7.37,0.85,-4.03,0.98,-1.8,0.93,8.49,1.0,-8.17,-0.59
2024-08-05,Jump,Take off,Isometric,94.05,Timo Werner,0.83,9.34,0.97,-7.37,0.85,-4.03,0.98,-1.8,0.93,8.49,1.0,-8.17,-0.59
2024-08-05,Jump,Take off,Dynamic,102.7,Timo Werner,0.83,9.34,0.97,-7.37,0.85,-4.03,0.98,-1.8,0.93,8.49,1.0,-8.17,-0.59
2024-08-05,Jump,Land,Isometric,107.83,Timo Werner,0.83,9.34,0.97,-7.37,0.85,-4.03,0.98,-1.8,0.93,8.49,1.0,-8.17,-0.59
2024-08-05,Jump,Land,Dynamic,101.47,Timo Werner,0.83,9.34,0.97,-7.37,0.85,-4.03,0.98,-1.8,0.93,8.49,1.0,-8.17,-0.59
2024-08-05,Agility,Acceleration,Isometric,94.42,Olivier Giroud,0.95,-2.44,0.97,-8.14,1.0,-9.06,0.82,-8.6,0.86,7.45,0.89,5.39,-2.57
2024-08-05,Agility,Acceleration,Dynamic,98.7,Olivier Giroud,0.95,-2.44,0.97,-8.14,1.0,-9.06,0.82,-8.6,0.86,7.45,0.89,5.39,-2.57
2024-08-05,Sprint,Max velocity,Isometric,95.98,Olivier Giroud,0.95,-2.44,0.97,-8.14,1.0,-9.06,0.82,-8.6,0.86,7.45,0.89,5.39,-2.57
2024-08-05,Sprint,Max velocity,Dynamic,109.7,Olivier Giroud,0.95,-2.44,0.97,-8.14,1.0,-9.06,0.82,-8.6,0.86,7.45,0.89,5.39,-2.57
2024-08-05,Upper Body,Push,Isometric,91.53,Olivier Giroud,0.95,-2.44,0.97,-8.14,1.0,-9.06,0.82,-8.6,0.86,7.45,0.89,5.39,-2.57
2024-08-05,Upper Body,Push,Dynamic,104.47,Olivier Giroud,0.95,-2.44,0.97,-8.14,1.0,-9.06,0.82,-8.6,0.86,7.45,0.89,5.39,-2.57
2024-08-05,Upper Body,Pull,Isometric,98.46,Olivier Giroud,0.95,-2.44,0.97,-8.14,1.0,-9.06,0.82,-8.6,0.86,7.45,0.89,5.39,-2.57
2024-08-05,Upper Body,Pull,Dynamic,109.6,Olivier Giroud,0.95,-2.44,0.97,-8.14,1.0,-9.06,0.82,-8.6,0.86,7.45,0.89,5.39,-2.57
2024-08-05,Jump,Take off,Isometric,92.5,Olivier Giroud,0.95,-2.44,0.97,-8.14,1.0,-9.06,0.82,-8.6,0.86,7.45,0.89,5.39,-2.57
2024-08-05,Jump,Take off,Dynamic,102.54,Olivier Giroud,0.95,-2.44,0.97,-8.14,1.0,-9.06,0.82,-8.6,0.86,7.45,0.89,5.39,-2.57
2024-08-05,Jump,Land,Isometric,95.17,Olivier Giroud,0.95,-2.44,0.97,-8.14,1.0,-9.06,0.82,-8.6,0.86,7.45,0.89,5.39,-2.57
2024-08-05,Jump,Land,Dynamic,104.67,Olivier Giroud,0.95,-2.44,0.97,-8.14,1.0,-9.06,0.82,-8.6,0.86,7.45,0.89,5.39,-2.57
2024-08-05,Agility,Acceleration,Isometric,95.7,Tammy Abraham,0.81,0.78,,,0.84,-9.55,0.91,4.89,0.91,-0.03,0.96,3.51,-0.08
2024-08-05,Agility,Acceleration,Dynamic,101.58,Tammy Abraham,0.81,0.78,,,0.84,-9.55,0.91,4.89,0.91,-0.03,0.96,3.51,-0.08
2024-08-05,Sprint,Max velocity,Isometric,109.77,Tammy Abraham,0.81,0.78,,,0.84,-9.55,0.91,4.89,0.91,-0.03,0.96,3.51,-0.08
2024-08-05,Sprint,Max velocity,Dynamic,103.38,Tammy Abraham,0.81,0.78,,,0.84,-9.55,0.91,4.89,0.91,-0.03,0.96,3.51,-0.08
2024-08-05,Upper Body,Push,Isometric,92.4,Tammy Abraham,0.81,0.78,,,0.84,-9.55,0.91,4.89,0.91,-0.03,0.96,3.51,-0.08
2024-08-05,Upper Body,Push,Dynamic,93.98,Tammy Abraham,0.81,0.78,,,0.84,-9.55,0.91,4.89,0.91,-0.03,0.96,3.51,-0.08
2024-08-05,Upper Body,Pull,Isometric,97.45,Tammy Abraham,0.81,0.78,,,0.84,-9.55,0.91,4.89,0.91,-0.03,0.96,3.51,-0.08
2024-08-05,Upper Body,Pull,Dynamic,102.06,Tammy Abraham,0.81,0.78,,,0.84,-9.55,0.91,4.89,0.91,-0.03,0.96,3.51,-0.08
2024-08-05,Jump,Take off,Isometric,96.86,Tammy Abraham,0.81,0.78,,,0.84,-9.55,0.91,4.89,0.91,-0.03,0.96,3.51,-0.08
2024-08-05,Jump,Take off,Dynamic,96.17,Tammy Abraham,0.81,0.78,,,0.84,-9.55,0.91,4.89,0.91,-0.03,0.96,3.51,-0.08
2024-08-05,Jump,Land,Isometric,92.51,Tammy Abraham,0.81,0.78,,,0.84,-9.55,0.91,4.89,0.91,-0.03,0.96,3.51,-0.08
2024-08-05,Jump,Land,Dynamic,94.17,Tammy Abraham,0.81,0.78,,,0.84,-9.55,0.91,4.89,0.91,-0.03,0.96,3.51,-0.08
2024-08-05,Agility,Acceleration,Isometric,105.97,Armando Broja,0.91,-4.07,,,0.93,-5.06,,,0.87,-9.03,0.88,6.82,-2.83
2024-08-05,Agility,Acceleration,Dynamic,99.65,Armando Broja,0.91,-4.07,,,0.93,-5.06,,,0.87,-9.03,0.88,6.82,-2.83
2024-08-05,Sprint,Max velocity,Isometric,105.42,Armando Broja,0.91,-4.07,,,0.93,-5.06,,,0.87,-9.03,0.88,6.82,-2.83
2024-08-05,Sprint,Max velocity,Dynamic,93.57,Armando Broja,0.91,-4.07,,,0.93,-5.06,,,0.87,-9.03,0.88,6.82,-2.83
2024-08-05,Upper Body,Push,Isometric,106.97,Armando Broja,0.91,-4.07,,,0.93,-5.06,,,0.87,-9.03,0.88,6.82,-2.83
2024-08-05,Upper Body,Push,Dynamic,101.16,Armando Broja,0.91,-4.07,,,0.93,-5.06,,,0.87,-9.03,0.88,6.82,-2.83
2024-08-05,Upper Body,Pull,Isometric,96.47,Armando Broja,0.91,-4.07,,,0.93,-5.06,,,0.87,-9.03,0.88,6.82,-2.83
2024-08-05,Upper Body,Pull,Dynamic,99.23,Armando Broja,0.91,-4.07,,,0.93,-5.06,,,0.87,-9.03,0.88,6.82,-2.83
2024-08-05,Jump,Take off,Isometric,99.38,Armando Broja,0.91,-4.07,,,0.93,-5.06,,,0.87,-9.03,0.88,6.82,-2.83
2024-08-05,Jump,Take off,Dynamic,94.72,Armando Broja,0.91,-4.07,,,0.93,-5.06,,,0.87,-9.03,0.88,6.82,-2.83
2024-08-05,Jump,Land,Isometric,98.76,Armando Broja,0.91,-4.07,,,0.93,-5.06,,,0.87,-9.03,0.88,6.82,-2.83
2024-08-05,Jump,Land,Dynamic,106.78,Armando Broja,0.91,-4.07,,,0.93,-5.06,,,0.87,-9.03,0.88,6.82,-2.83
2024-08-05,Agility,Acceleration,Isometric,93.46,Ross Barkley,0.93,-8.81,0.84,-6.18,0.9,-7.21,0.95,-9.9,0.86,5.95,1.0,9.49,-2.78
2024-08-05,Agility,Acceleration,Dynamic,101.7,Ross Barkley,0.93,-8.81,0.84,-6.18,0.9,-7.21,0.95,-9.9,0.86,5.95,1.0,9.49,-2.78
2024-08-05,Sprint,Max velocity,Isometric,107.12,Ross Barkley,0.93,-8.81,0.84,-6.18,0.9,-7.21,0.95,-9.9,0.86,5.95,1.0,9.49,-2.78
2024-08-05,Sprint,Max velocity,Dynamic,104.89,Ross Barkley,0.93,-8.81,0.84,-6.18,0.9,-7.21,0.95,-9.9,0.86,5.95,1.0,9.49,-2.78
2024-08-05,Upper Body,Push,Isometric,105.13,Ross Barkley,0.93,-8.81,0.84,-6.18,0.9,-7.21,0.95,-9.9,0.86,5.95,1.0,9.49,-2.78
2024-08-05,Upper Body,Push,Dynamic,104.53,Ross Barkley,0.93,-8.81,0.84,-6.18,0.9,-7.21,0.95,-9.9,0.86,5.95,1.0,9.49,-2.78
2024-08-05,Upper Body,Pull,Isometric,94.49,Ross Barkley,0.93,-8.81,0.84,-6.18,0.9,-7.21,0.95,-9.9,0.86,5.95,1.0,9.49,-2.78
2024-08-05,Upper Body,Pull,Dynamic,91.06,Ross Barkley,0.93,-8.81,0.84,-6.18,0.9,-7.21,0.95,-9.9,0.86,5.95,1.0,9.49,-2.78
2024-08-05,Jump,Take off,Isometric,108.89,Ross Barkley,0.93,-8.81,0.84,-6.18,0.9,-7.21,0.95,-9.9,0.86,5.95,1.0,9.49,-2.78
2024-08-05,Jump,Take off,Dynamic,105.09,Ross Barkley,0.93,-8.81,0.84,-6.18,0.9,-7.21,0.95,-9.9,0.86,5.95,1.0,9.49,-2.78
2024-08-05,Jump,Land,Isometric,94.03,Ross Barkley,0.93,-8.81,0.84,-6.18,0.9,-7.21,0.95,-9.9,0.86,5.95,1.0,9.49,-2.78
2024-08-05,Jump,Land,Dynamic,109.65,Ross Barkley,0.93,-8.81,0.84,-6.18,0.9,-7.21,0.95,-9.9,0.86,5.95,1.0,9.49,-2.78
2024-08-05,Agility,Acceleration,Isometric,101.16,Callum Hudson-Odoi,0.95,-5.15,0.95,6.1,0.83,-5.52,0.86,-0.77,0.82,-3.67,0.91,6.82,-0.36
2024-08-05,Agility,Acceleration,Dynamic,90.16,Callum Hudson-Odoi,0.95,-5.15,0.95,6.1,0.83,-5.52,0.86,-0.77,0.82,-3.67,0.91,6.82,-0.36
2024-08-05,Sprint,Max velocity,Isometric,101.3,Callum Hudson-Odoi,0.95,-5.15,0.95,6.1,0.83,-5.52,0.86,-0.77,0.82,-3.67,0.91,6.82,-0.36
2024-08-05,Sprint,Max velocity,Dynamic,109.77,Callum Hudson-Odoi,0.95,-5.15,0.95,6.1,0.83,-5.52,0.86,-0.77,0.82,-3.67,0.91,6.82,-0.36
2024-08-05,Upper Body,Push,Isometric,103.14,Callum Hudson-Odoi,0.95,-5.15,0.95,6.1,0.83,-5.52,0.86,-0.77,0.82,-3.67,0.91,6.82,-0.36
2024-08-05,Upper Body,Push,Dynamic,93.34,Callum Hudson-Odoi,0.95,-5.15,0.95,6.1,0.83,-5.52,0.86,-0.77,0.82,-3.67,0.91,6.82,-0.36
2024-08-05,Upper Body,Pull,Isometric,109.2,Callum Hudson-Odoi,0.95,-5.15,0.95,6.1,0.83,-5.52,0.86,-0.77,0.82,-3.67,0.91,6.82,-0.36
2024-08-05,Upper Body,Pull,Dynamic,98.94,Callum Hudson-Odoi,0.95,-5.15,0.95,6.1,0.83,-5.52,0.86,-0.77,0.82,-3.67,0.91,6.82,-0.36
2024-08-05,Jump,Take off,Isometric,94.9,Callum Hudson-Odoi,0.95,-5.15,0.95,6.1,0.83,-5.52,0.86,-0.77,0.82,-3.67,0.91,6.82,-0.36
2024-08-05,Jump,Take off,Dynamic,109.76,Callum Hudson-Odoi,0.95,-5.15,0.95,6.1,0.83,-5.52,0.86,-0.77,0.82,-3.67,0.91,6.82,-0.36
2024-08-05,Jump,Land,Isometric,97.8,Callum Hudson-Odoi,0.95,-5.15,0.95,6.1,0.83,-5.52,0.86,-0.77,0.82,-3.67,0.91,6.82,-0.36
2024-08-05,Jump,Land,Dynamic,98.91,Callum Hudson-Odoi,0.95,-5.15,0.95,6.1,0.83,-5.52,0.86,-0.77,0.82,-3.67,0.91,6.82,-0.36
2024-08-05,Agility,Acceleration,Isometric,107.84,Emerson Palmieri,0.97,6.25,0.83,-7.17,0.84,-2.32,0.88,-2.53,0.84,-0.98,0.81,6.99,0.04
2024-08-05,Agility,Acceleration,Dynamic,99.94,Emerson Palmieri,0.97,6.25,0.83,-7.17,0.84,-2.32,0.88,-2.53,0.84,-0.98,0.81,6.99,0.04
2024-08-05,Sprint,Max velocity,Isometric,103.39,Emerson Palmieri,0.97,6.25,0.83,-7.17,0.84,-2.32,0.88,-2.53,0.84,-0.98,0.81,6.99,0.04
2024-08-05,Sprint,Max velocity,Dynamic,96.43,Emerson Palmieri,0.97,6.25,0.83,-7.17,0.84,-2.32,0.88,-2.53,0.84,-0.98,0.81,6.99,0.04
2024-08-05,Upper Body,Push,Isometric,95.51,Emerson Palmieri,0.97,6.25,0.83,-7.17,0.84,-2.32,0.88,-2.53,0.84,-0.98,0.81,6.99,0.04
2024-08-05,Upper Body,Push,Dynamic,99.63,Emerson Palmieri,0.97,6.25,0.83,-7.17,0.84,-2.32,0.88,-2.53,0.84,-0.98,0.81,6.99,0.04
2024-08-05,Upper Body,Pull,Isometric,97.69,Emerson Palmieri,0.97,6.25,0.83,-7.17,0.84,-2.32,0.88,-2.53,0.84,-0.98,0.81,6.99,0.04
2024-08-05,Upper Body,Pull,Dynamic,101.26,Emerson Palmieri,0.97,6.25,0.83,-7.17,0.84,-2.32,0.88,-2.53,0.84,-0.98,0.81,6.99,0.04
2024-08-05,Jump,Take off,Isometric,109.98,Emerson Palmieri,0.97,6.25,0.83,-7.17,0.84,-2.32,0.88,-2.53,0.84,-0.98,0.81,6.99,0.04
2024-08-05,Jump,Take off,Dynamic,109.26,Emerson Palmieri,0.97,6.25,0.83,-7.17,0.84,-2.32,0.88,-2.53,0.84,-0.98,0.81,6.99,0.04
2024-08-05,Jump,Land,Isometric,95.54,Emerson Palmieri,0.97,6.25,0.83,-7.17,0.84,-2.32,0.88,-2.53,0.84,-0.98,0.81,6.99,0.04
2024-08-05,Jump,Land,Dynamic,90.64,Emerson Palmieri,0.97,6.25,0.83,-7.17,0.84,-2.32,0.88,-2.53,0.84,-0.98,0.81,6.99,0.04
2024-08-05,Agility,Acceleration,Isometric,101.33,Ricardo Pereira,,,0.84,-1.21,0.82,-5.21,,,0.82,-1.13,0.9,1.57,-1.49
2024-08-05,Agility,Acceleration,Dynamic,98.41,Ricardo Pereira,,,0.84,-1.21,0.82,-5.21,,,0.82,-1.13,0.9,1.57,-1.49
2024-08-05,Sprint,Max velocity,Isometric,90.07,Ricardo Pereira,,,0.84,-1.21,0.82,-5.21,,,0.82,-1.13,0.9,1.57,-1.49
2024-08-05,Sprint,Max velocity,Dynamic,106.99,Ricardo Pereira,,,0.84,-1.21,0.82,-5.21,,,0.82,-1.13,0.9,1.57,-1.49
2024-08-05,Upper Body,Push,Isometric,94.82,Ricardo Pereira,,,0.84,-1.21,0.82,-5.21,,,0.82,-1.13,0.9,1.57,-1.49
2024-08-05,Upper Body,Push,Dynamic,92.99,Ricardo Pereira,,,0.84,-1.21,0.82,-5.21,,,0.82,-1.13,0.9,1.57,-1.49
2024-08-05,Upper Body,Pull,Isometric,107.72,Ricardo Pereira,,,0.84,-1.21,0.82,-5.21,,,0.82,-1.13,0.9,1.57,-1.49
2024-08-05,Upper Body,Pull,Dynamic,100.57,Ricardo Pereira,,,0.84,-1.21,0.82,-5.21,,,0.82,-1.13,0.9,1.57,-1.49
2024-08-05,Jump,Take off,Isometric,103.4,Ricardo Pereira,,,0.84,-1.21,0.82,-5.21,,,0.82,-1.13,0.9,1.57,-1.49
2024-08-05,Jump,Take off,Dynamic,94.11,Ricardo Pereira,,,0.84,-1.21,0.82,-5.21,,,0.82,-1.13,0.9,1.57,-1.49
2024-08-05,Jump,Land,Isometric,93.87,Ricardo Pereira,,,0.84,-1.21,0.82,-5.21,,,0.82,-1.13,0.9,1.57,-1.49
2024-08-05,Jump,Land,Dynamic,102.87,Ricardo Pereira,,,0.84,-1.21,0.82,-5.21,,,0.82,-1.13,0.9,1.57,-1.49
2024-08-05,Agility,Acceleration,Isometric,90.46,João Félix,0.98,-3.9,0.96,-4.97,0.9,-3.73,0.99,9.97,0.94,-6.2,0.96,-3.64,-2.08
2024-08-05,Agility,Acceleration,Dynamic,98.2,João Félix,0.98,-3.9,0.96,-4.97,0.9,-3.73,0.99,9.97,0.94,-6.2,0.96,-3.64,-2.08
2024-08-05,Sprint,Max velocity,Isometric,107.21,João Félix,0.98,-3.9,0.96,-4.97,0.9,-3.73,0.99,9.97,0.94,-6.2,0.96,-3.64,-2.08
2024-08-05,Sprint,Max velocity,Dynamic,96.81,João Félix,0.98,-3.9,0.96,-4.97,0.9,-3.73,0.99,9.97,0.94,-6.2,0.96,-3.64,-2.08
2024-08-05,Upper Body,Push,Isometric,98.71,João Félix,0.98,-3.9,0.96,-4.97,0.9,-3.73,0.99,9.97,0.94,-6.2,0.96,-3.64,-2.08
2024-08-05,Upper Body,Push,Dynamic,93.63,João Félix,0.98,-3.9,0.96,-4.97,0.9,-3.73,0.99,9.97,0.94,-6.2,0.96,-3.64,-2.08
2024-08-05,Upper Body,Pull,Isometric,99.86,João Félix,0.98,-3.9,0.96,-4.97,0.9,-3.73,0.99,9.97,0.94,-6.2,0.96,-3.64,-2.08
2024-08-05,Upper Body,Pull,Dynamic,101.61,João Félix,0.98,-3.9,0.96,-4.97,0.9,-3.73,0.99,9.97,0.94,-6.2,0.96,-3.64,-2.08
2024-08-05,Jump,Take off,Isometric,93.72,João Félix,0.98,-3.9,0.96,-4.97,0.9,-3.73,0.99,9.97,0.94,-6.2,0.96,-3.64,-2.08
2024-08-05,Jump,Take off,Dynamic,102.31,João Félix,0.98,-3.9,0.96,-4.97,0.9,-3.73,0.99,9.97,0.94,-6.2,0.96,-3.64,-2.08
2024-08-05,Jump,Land,Isometric,108.93,João Félix,0.98,-3.9,0.96,-4.97,0.9,-3.73,0.99,9.97,0.94,-6.2,0.96,-3.64,-2.08
2024-08-05,Jump,Land,Dynamic,101.15,João Félix,0.98,-3.9,0.96,-4.97,0.9,-3.73,0.99,9.97,0.94,-6.2,0.96,-3.64,-2.08
2024-08-05,Agility,Acceleration,Isometric,108.49,Hakim Ziyech,0.95,9.15,0.93,-6.71,0.97,3.6,0.88,-9.34,0.91,0.06,0.82,6.16,0.49
2024-08-05,Agility,Acceleration,Dynamic,109.21,Hakim Ziyech,0.95,9.15,0.93,-6.71,0.97,3.6,0.88,-9.34,0.91,0.06,0.82,6.16,0.49
2024-08-05,Sprint,Max velocity,Isometric,94.37,Hakim Ziyech,0.95,9.15,0.93,-6.71,0.97,3.6,0.88,-9.34,0.91,0.06,0.82,6.16,0.49
2024-08-05,Sprint,Max velocity,Dynamic,99.45,Hakim Ziyech,0.95,9.15,0.93,-6.71,0.97,3.6,0.88,-9.34,0.91,0.06,0.82,6.16,0.49
2024-08-05,Upper Body,Push,Isometric,96.01,Hakim Ziyech,0.95,9.15,0.93,-6.71,0.97,3.6,0.88,-9.34,0.91,0.06,0.82,6.16,0.49
2024-08-05,Upper Body,Push,Dynamic,108.99,Hakim Ziyech,0.95,9.15,0.93,-6.71,0.97,3.6,0.88,-9.34,0.91,0.06,0.82,6.16,0.49
2024-08-05,Upper Body,Pull,Isometric,100.24,Hakim Ziyech,0.95,9.15,0.93,-6.71,0.97,3.6,0.88,-9.34,0.91,0.06,0.82,6.16,0.49
2024-08-05,Upper Body,Pull,Dynamic,109.55,Hakim Ziyech,0.95,9.15,0.93,-6.71,0.97,3.6,0.88,-9.34,0.91,0.06,0.82,6.16,0.49
2024-08-05,Jump,Take off,Isometric,92.29,Hakim Ziyech,0.95,9.15,0.93,-6.71,0.97,3.6,0.88,-9.34,0.91,0.06,0.82,6.16,0.49
2024-08-05,Jump,Take off,Dynamic,108.4,Hakim Ziyech,0.95,9.15,0.93,-6.71,0.97,3.6,0.88,-9.34,0.91,0.06,0.82,6.16,0.49
2024-08-05,Jump,Land,Isometric,94.2,Hakim Ziyech,0.95,9.15,0.93,-6.71,0.97,3.6,0.88,-9.34,0.91,0.06,0.82,6.16,0.49
2024-08-05,Jump,Land,Dynamic,108.12,Hakim Ziyech,0.95,9.15,0.93,-6.71,0.97,3.6,0.88,-9.34,0.91,0.06,0.82,6.16,0.49
2024-08-12,Agility,Acceleration,Isometric,91.8,Kepa Arrizabalaga,0.81,-6.47,0.99,9.57,0.95,5.41,,,0.98,-5.19,,,0.83
2024-08-12,Agility,Acceleration,Dynamic,91.17,Kepa Arrizabalaga,0.81,-6.47,0.99,9.57,0.95,5.41,,,0.98,-5.19,,,0.83
2024-08-12,Sprint,Max velocity,Isometric,95.84,Kepa Arrizabalaga,0.81,-6.47,0.99,9.57,0.95,5.41,,,0.98,-5.19,,,0.83
2024-08-12,Sprint,Max velocity,Dynamic,102.49,Kepa Arrizabalaga,0.81,-6.47,0.99,9.57,0.95,5.41,,,0.98,-5.19,,,0.83
2024-08-12,Upper Body,Push,Isometric,92.89,Kepa Arrizabalaga,0.81,-6.47,0.99,9.57,0.95,5.41,,,0.98,-5.19,,,0.83
2024-08-12,Upper Body,Push,Dynamic,105.85,Kepa Arrizabalaga,0.81,-6.47,0.99,9.57,0.95,5.41,,,0.98,-5.19,,,0.83
2024-08-12,Upper Body,Pull,Isometric,102.96,Kepa Arrizabalaga,0.81,-6.47,0.99,9.57,0.95,5.41,,,0.98,-5.19,,,0.83
2024-08-12,Upper Body,Pull,Dynamic,101.24,Kepa Arrizabalaga,0.81,-6.47,0.99,9.57,0.95,5.41,,,0.98,-5.19,,,0.83
2024-08-12,Jump,Take off,Isometric,94.83,Kepa Arrizabalaga,0.81,-6.47,0.99,9.57,0.95,5.41,,,0.98,-5.19,,,0.83
2024-08-12,Jump,Take off,Dynamic,105.49,Kepa Arrizabalaga,0.81,-6.47,0.99,9.57,0.95,5.41,,,0.98,-5.19,,,0.83
2024-08-12,Jump,Land,Isometric,92.11,Kepa Arrizabalaga,0.81,-6.47,0.99,9.57,0.95,5.41,,,0.98,-5.19,,,0.83
2024-08-12,Jump,Land,Dynamic,90.76,Kepa Arrizabalaga,0.81,-6.47,0.99,9.57,0.95,5.41,,,0.98,-5.19,,,0.83
2024-08-12,Agility,Acceleration,Isometric,109.88,Édouard Mendy,0.85,8.72,0.95,3.88,0.94,-1.03,0.83,-4.91,0.83,-8.17,0.9,6.62,0.85
2024-08-12,Agility,Acceleration,Dynamic,98.96,Édouard Mendy,0.85,8.72,0.95,3.88,0.94,-1.03,0.83,-4.91,0.83,-8.17,0.9,6.62,0.85
2024-08-12,Sprint,Max velocity,Isometric,97.37,Édouard Mendy,0.85,8.72,0.95,3.88,0.94,-1.03,0.83,-4.91,0.83,-8.17,0.9,6.62,0.85
2024-08-12,Sprint,Max velocity,Dynamic,103.06,Édouard Mendy,0.85,8.72,0.95,3.88,0.94,-1.03,0.83,-4.91,0.83,-8.17,0.9,6.62,0.85
2024-08-12,Upper Body,Push,Isometric,96.48,Édouard Mendy,0.85,8.72,0.95,3.88,0.94,-1.03,0.83,-4.91,0.83,-8.17,0.9,6.62,0.85
2024-08-12,Upper Body,Push,Dynamic,101.37,Édouard Mendy,0.85,8.72,0.95,3.88,0.94,-1.03,0.83,-4.91,0.83,-8.17,0.9,6.62,0.85
2024-08-12,Upper Body,Pull,Isometric,100.77,Édouard Mendy,0.85,8.72,0.95,3.88,0.94,-1.03,0.83,-4.91,0.83,-8.17,0.9,6.62,0.85
2024-08-12,Upper Body,Pull,Dynamic,107.52,Édouard Mendy,0.85,8.72,0.95,3.88,0.94,-1.03,0.83,-4.91,0.83,-8.17,0.9,6.62,0.85
2024-08-12,Jump,Take off,Isometric,94.17,Édouard Mendy,0.85,8.72,0.95,3.88,0.94,-1.03,0.83,-4.91,0.83,-8.17,0.9,6.62,0.85
2024-08-12,Jump,Take off,Dynamic,108.11,Édouard Mendy,0.85,8.72,0.95,3.88,0.94,-1.03,0.83,-4.91,0.83,-8.17,0.9,6.62,0.85
2024-08-12,Jump,Land,Isometric,108.17,Édouard Mendy,0.85,8.72,0.95,3.88,0.94,-1.03,0.83,-4.91,0.83,-8.17,0.9,6.62,0.85
2024-08-12,Jump,Land,Dynamic,108.83,Édouard Mendy,0.85,8.72,0.95,3.88,0.94,-1.03,0.83,-4.91,0.83,-8.17,0.9,6.62,0.85
2024-08-12,Agility,Acceleration,Isometric,100.52,Reece James,0.88,4.2,0.99,-7.96,0.96,-1.36,0.88,-7.44,0.96,3.59,0.85,-2.57,-1.92
